IMG_25,1N3P2/2qp1R2/n2B4/Rb2K3/4kn2/b1rB2pr/N1Q3P1/8
IMG_26,1N3P2/2qp1R2/n2B4/Rb2K3/4kn2/b1rB2pr/N1Q3P1/8
IMG_27,1N3P2/2qp1R2/n2B4/Rb2K3/4kn2/b1rB2pr/N1Q3P1/8
IMG_28,1p6/3R2Kb/6P1/P1B2q1r/3b1rB1/n1Rp3N/8/Q1N1k2n
IMG_29,1p6/3R2Kb/6P1/P1B2q1r/3b1rB1/n1Rp3N/8/Q1N1k2n
IMG_30,1p6/3R2Kb/6P1/P1B2q1r/3b1rB1/n1Rp3N/8/Q1N1k2n
IMG_31,1p6/3R2Kb/6P1/P1B2q1r/3b1rB1/n1Rp3N/8/Q1N1k2n
IMG_32,7Q/1pR3N1/2n1q1b1/2b2B2/1P4Pr/7K/R2Br3/p2k2nN
IMG_33,7Q/1pR3N1/2n1q1b1/2b2B2/1P4Pr/7K/R2Br3/p2k2nN
IMG_34,7Q/1pR3N1/2n1q1b1/2b2B2/1P4Pr/7K/R2Br3/p2k2nN
IMG_35,7Q/1pR3N1/2n1q1b1/2b2B2/1P4Pr/7K/R2Br3/p2k2nN
IMG_36,2P5/1rBK2k1/5q2/5Bn1/2nr1N2/1p2b1P1/R7/1Q1Np1Rb
IMG_37,2P5/1rBK2k1/5q2/5Bn1/2nr1N2/1p2b1P1/R7/1Q1Np1Rb
IMG_38,2P5/1rBK2k1/5q2/5Bn1/2nr1N2/1p2b1P1/R7/1Q1Np1Rb
IMG_39,2P5/1rBK2k1/5q2/5Bn1/2nr1N2/1p2b1P1/R7/1Q1Np1Rb
IMG_40,4Q2p/b1Rq3r/7B/P3n3/8/K4B1b/NNp2rP1/5nkR
IMG_41,4Q2p/b1Rq3r/7B/P3n3/8/K4B1b/NNp2rP1/5nkR
IMG_42,4Q2p/b1Rq3r/7B/P3n3/8/K4B1b/NNp2rP1/5nkR
IMG_43,4Q2p/b1Rq3r/7B/P3n3/8/K4B1b/NNp2rP1/5nkR
IMG_44,2K4B/1b6/3rr1R1/7q/pb2P1NR/2N3p1/1nBkQ3/P4n2
IMG_45,2K4B/1b6/3rr1R1/7q/pb2P1NR/2N3p1/1nBkQ3/P4n2
IMG_46,2K4B/1b6/3rr1R1/7q/pb2P1NR/2N3p1/1nBkQ3/P4n2
IMG_47,2K4B/1b6/3rr1R1/7q/pb2P1NR/2N3p1/1nBkQ3/P4n2
IMG_48,3k3n/B4P2/6r1/5q1N/BN1bR3/KQ1n4/3p3P/3pRbr1
IMG_49,3k3n/B4P2/6r1/5q1N/BN1bR3/KQ1n4/3p3P/3pRbr1
IMG_50,3k3n/B4P2/6r1/5q1N/BN1bR3/KQ1n4/3p3P/3pRbr1
IMG_51,3k3n/B4P2/6r1/5q1N/BN1bR3/KQ1n4/3p3P/3pRbr1
IMG_52,6b1/4R2Q/3b2p1/3P2kK/1p1NnP1q/1B1R4/NB2rn2/6r1
IMG_53,6b1/4R2Q/3b2p1/3P2kK/1p1NnP1q/1B1R4/NB2rn2/6r1
IMG_54,6b1/4R2Q/3b2p1/3P2kK/1p1NnP1q/1B1R4/NB2rn2/6r1
IMG_55,6b1/4R2Q/3b2p1/3P2kK/1p1NnP1q/1B1R4/NB2rn2/6r1
IMG_56,B2R3Q/3p2PN/4KN2/r1B2R2/2r3P1/8/k2bn1q1/p1n2b2
IMG_57,B2R3Q/3p2PN/4KN2/r1B2R2/2r3P1/8/k2bn1q1/p1n2b2
IMG_58,B2R3Q/3p2PN/4KN2/r1B2R2/2r3P1/8/k2bn1q1/p1n2b2
IMG_59,B2R3Q/3p2PN/4KN2/r1B2R2/2r3P1/8/k2bn1q1/p1n2b2
IMG_60,q6n/1B1K1pB1/PkR2b2/3N4/r6N/pn3b2/1rQP3R/8
IMG_61,q6n/1B1K1pB1/PkR2b2/3N4/r6N/pn3b2/1rQP3R/8
IMG_62,q6n/1B1K1pB1/PkR2b2/3N4/r6N/pn3b2/1rQP3R/8
IMG_63,q6n/1B1K1pB1/PkR2b2/3N4/r6N/pn3b2/1rQP3R/8
IMG_64,b1rB1P2/8/1n4Kq/2bn3k/1pQ1N2r/R2P4/2B5/3RNp2
IMG_65,b1rB1P2/8/1n4Kq/2bn3k/1pQ1N2r/R2P4/2B5/3RNp2
IMG_66,b1rB1P2/8/1n4Kq/2bn3k/1pQ1N2r/R2P4/2B5/3RNp2
IMG_67,b1rB1P2/8/1n4Kq/2bn3k/1pQ1N2r/R2P4/2B5/3RNp2
IMG_68,7r/2Bn2Q1/3N2b1/1NK5/k1r1R1P1/4b1p1/3p4/RBn3Pq
IMG_69,7r/2Bn2Q1/3N2b1/1NK5/k1r1R1P1/4b1p1/3p4/RBn3Pq
IMG_70,7r/2Bn2Q1/3N2b1/1NK5/k1r1R1P1/4b1p1/3p4/RBn3Pq
IMG_71,7r/2Bn2Q1/3N2b1/1NK5/k1r1R1P1/4b1p1/3p4/RBn3Pq
IMG_72,1p2p3/n1q1Q1N1/2r5/PR2b2K/1r2bR1B/8/6n1/1P1NkB2
IMG_73,1p2p3/n1q1Q1N1/2r5/PR2b2K/1r2bR1B/8/6n1/1P1NkB2
IMG_74,1p2p3/n1q1Q1N1/2r5/PR2b2K/1r2bR1B/8/6n1/1P1NkB2
IMG_75,1p2p3/n1q1Q1N1/2r5/PR2b2K/1r2bR1B/8/6n1/1P1NkB2
IMG_76,1NN1P1B1/4n3/k2rK1bR/3R4/1q4nb/5Q2/7B/1pPrp3
IMG_77,1NN1P1B1/4n3/k2rK1bR/3R4/1q4nb/5Q2/7B/1pPrp3
IMG_78,1NN1P1B1/4n3/k2rK1bR/3R4/1q4nb/5Q2/7B/1pPrp3
IMG_79,1NN1P1B1/4n3/k2rK1bR/3R4/1q4nb/5Q2/7B/1pPrp3
IMG_80,b3rBB1/N1r4q/2K1ppnR/1P4n1/1kN5/2PQ4/8/1R4b1
IMG_81,b3rBB1/N1r4q/2K1ppnR/1P4n1/1kN5/2PQ4/8/1R4b1
IMG_82,b3rBB1/N1r4q/2K1ppnR/1P4n1/1kN5/2PQ4/8/1R4b1
IMG_83,b3rBB1/N1r4q/2K1ppnR/1P4n1/1kN5/2PQ4/8/1R4b1
IMG_84,6p1/2pP4/r1QR2b1/3N2P1/2B4k/b1r5/2qn3B/K1NR1n2
IMG_85,6p1/2pP4/r1QR2b1/3N2P1/2B4k/b1r5/2qn3B/K1NR1n2
IMG_86,6p1/2pP4/r1QR2b1/3N2P1/2B4k/b1r5/2qn3B/K1NR1n2
IMG_87,6p1/2pP4/r1QR2b1/3N2P1/2B4k/b1r5/2qn3B/K1NR1n2
IMG_88,8/q2n2Q1/1n3N2/1NB3Kr/1R4pb/r7/bP2k1B1/1P3Rp1
IMG_89,8/q2n2Q1/1n3N2/1NB3Kr/1R4pb/r7/bP2k1B1/1P3Rp1
IMG_90,8/q2n2Q1/1n3N2/1NB3Kr/1R4pb/r7/bP2k1B1/1P3Rp1
IMG_91,8/q2n2Q1/1n3N2/1NB3Kr/1R4pb/r7/bP2k1B1/1P3Rp1
IMG_92,1RN2B2/1R1r4/3p3N/Q4Pr1/1n1kp3/2q1b3/B7/1b3nPK
IMG_93,1RN2B2/1R1r4/3p3N/Q4Pr1/1n1kp3/2q1b3/B7/1b3nPK
IMG_94,1RN2B2/1R1r4/3p3N/Q4Pr1/1n1kp3/2q1b3/B7/1b3nPK
IMG_95,1RN2B2/1R1r4/3p3N/Q4Pr1/1n1kp3/2q1b3/B7/1b3nPK
IMG_96,2KNBRp1/1P4B1/1Q6/3rrN2/2n2b1n/qk6/1p6/1RP4b
IMG_97,2KNBRp1/1P4B1/1Q6/3rrN2/2n2b1n/qk6/1p6/1RP4b
IMG_98,2KNBRp1/1P4B1/1Q6/3rrN2/2n2b1n/qk6/1p6/1RP4b
IMG_99,2KNBRp1/1P4B1/1Q6/3rrN2/2n2b1n/qk6/1p6/1RP4b
IMG_100,8/8/8/Q1Kq4/4k3/8/8/8
IMG_101,8/8/8/Q1Kq4/4k3/8/8/8
IMG_102,8/8/8/Q1Kq4/4k3/8/8/8
IMG_103,8/8/8/Q1Kq4/4k3/8/8/8
IMG_104,8/8/8/3kq3/5K1Q/8/8/8
IMG_105,8/8/8/3kq3/5K1Q/8/8/8
IMG_106,8/8/8/3kq3/5K1Q/8/8/8
IMG_107,8/8/8/3kq3/5K1Q/8/8/8
IMG_108,8/1qK5/7Q/8/8/5k2/8/8
IMG_109,8/1qK5/7Q/8/8/5k2/8/8
IMG_110,8/1qK5/7Q/8/8/5k2/8/8
IMG_111,8/1qK5/7Q/8/8/5k2/8/8
IMG_112,2Q5/8/7k/8/8/8/q3K3/8
IMG_113,2Q5/8/7k/8/8/8/q3K3/8
IMG_114,2Q5/8/7k/8/8/8/q3K3/8
IMG_115,2Q5/8/7k/8/8/8/q3K3/8
IMG_116,8/8/8/6q1/Q1k5/3K4/8/8
IMG_117,8/8/8/6q1/Q1k5/3K4/8/8
IMG_118,8/8/8/6q1/Q1k5/3K4/8/8
IMG_119,8/8/8/6q1/Q1k5/3K4/8/8
IMG_120,8/8/1K3Q2/2q5/8/8/8/k7
IMG_121,8/8/1K3Q2/2q5/8/8/8/k7
IMG_122,8/8/1K3Q2/2q5/8/8/8/k7
IMG_123,8/8/1K3Q2/2q5/8/8/8/k7
IMG_124,1kq1Q3/8/8/8/7K/8/8/8
IMG_125,1kq1Q3/8/8/8/7K/8/8/8
IMG_126,1kq1Q3/8/8/8/7K/8/8/8
IMG_127,1kq1Q3/8/8/8/7K/8/8/8
IMG_128,8/Q3k3/8/8/8/5K2/2q5/8
IMG_129,8/Q3k3/8/8/8/5K2/2q5/8
IMG_130,8/Q3k3/8/8/8/5K2/2q5/8
IMG_131,8/Q3k3/8/8/8/5K2/2q5/8
IMG_132,6q1/8/8/6K1/8/7Q/7k/8
IMG_133,6q1/8/8/6K1/8/7Q/7k/8
IMG_134,6q1/8/8/6K1/8/7Q/7k/8
IMG_135,6q1/8/8/6K1/8/7Q/7k/8
IMG_136,8/k7/2KQ4/8/8/8/2q5/8
IMG_137,8/k7/2KQ4/8/8/8/2q5/8
IMG_138,8/k7/2KQ4/8/8/8/2q5/8
IMG_139,8/k7/2KQ4/8/8/8/2q5/8
IMG_140,8/7K/8/8/8/4q3/k6Q/8
IMG_141,8/7K/8/8/8/4q3/k6Q/8
IMG_142,8/7K/8/8/8/4q3/k6Q/8
IMG_143,8/7K/8/8/8/4q3/k6Q/8
IMG_144,8/2k5/1Q5K/8/8/6q1/8/8
IMG_145,8/2k5/1Q5K/8/8/6q1/8/8
IMG_146,8/2k5/1Q5K/8/8/6q1/8/8
IMG_147,8/2k5/1Q5K/8/8/6q1/8/8
IMG_148,6K1/k7/7Q/8/8/8/3q4/8
IMG_149,6K1/k7/7Q/8/8/8/3q4/8
IMG_150,6K1/k7/7Q/8/8/8/3q4/8
IMG_151,6K1/k7/7Q/8/8/8/3q4/8
IMG_152,Q7/5q2/8/8/2K5/1k6/8/8
IMG_153,Q7/5q2/8/8/2K5/1k6/8/8
IMG_154,Q7/5q2/8/8/2K5/1k6/8/8
IMG_155,Q7/5q2/8/8/2K5/1k6/8/8
IMG_156,3k4/8/1q6/8/Q4K2/8/8/8
IMG_157,3k4/8/1q6/8/Q4K2/8/8/8
IMG_158,3k4/8/1q6/8/Q4K2/8/8/8
IMG_159,3k4/8/1q6/8/Q4K2/8/8/8
IMG_160,8/8/4K3/8/8/8/1k3q1Q/8
IMG_161,8/8/4K3/8/8/8/1k3q1Q/8
IMG_162,8/8/4K3/8/8/8/1k3q1Q/8
IMG_163,8/8/4K3/8/8/8/1k3q1Q/8
IMG_164,7q/5Q2/8/3K4/8/8/8/7k
IMG_165,7q/5Q2/8/3K4/8/8/8/7k
IMG_166,7q/5Q2/8/3K4/8/8/8/7k
IMG_167,7q/5Q2/8/3K4/8/8/8/7k
IMG_168,8/8/2k5/8/8/8/4q1Q1/3K4
IMG_169,8/8/2k5/8/8/8/4q1Q1/3K4
IMG_170,8/8/2k5/8/8/8/4q1Q1/3K4
IMG_171,8/8/2k5/8/8/8/4q1Q1/3K4
IMG_172,8/8/8/8/q4k2/8/3Q4/7K
IMG_173,8/8/8/8/q4k2/8/3Q4/7K
IMG_174,8/8/8/8/q4k2/8/3Q4/7K
IMG_175,8/8/8/8/q4k2/8/3Q4/7K
IMG_176,8/4k3/4Q3/8/7q/7K/8/8
IMG_177,8/4k3/4Q3/8/7q/7K/8/8
IMG_178,8/4k3/4Q3/8/7q/7K/8/8
IMG_179,8/4k3/4Q3/8/7q/7K/8/8
IMG_180,8/8/6KQ/8/k7/8/8/5q2
IMG_181,8/8/6KQ/8/k7/8/8/5q2
IMG_182,8/8/6KQ/8/k7/8/8/5q2
IMG_183,8/8/6KQ/8/k7/8/8/5q2
IMG_184,8/8/8/k3K3/5Qq1/8/8/8
IMG_185,8/8/8/k3K3/5Qq1/8/8/8
IMG_186,8/8/8/k3K3/5Qq1/8/8/8
IMG_187,8/8/8/k3K3/5Qq1/8/8/8
IMG_188,6K1/7Q/8/8/8/k4q2/8/8
IMG_189,6K1/7Q/8/8/8/k4q2/8/8
IMG_190,6K1/7Q/8/8/8/k4q2/8/8
IMG_191,6K1/7Q/8/8/8/k4q2/8/8
IMG_192,4Q3/8/6q1/8/5K2/8/3k4/8
IMG_193,4Q3/8/6q1/8/5K2/8/3k4/8
IMG_194,4Q3/8/6q1/8/5K2/8/3k4/8
IMG_195,4Q3/8/6q1/8/5K2/8/3k4/8
IMG_196,Q7/6k1/1K6/6q1/8/8/8/8
IMG_197,Q7/6k1/1K6/6q1/8/8/8/8
IMG_198,Q7/6k1/1K6/6q1/8/8/8/8
IMG_199,Q7/6k1/1K6/6q1/8/8/8/8
